"Plot Title: Tortuguero_light_Winter2025"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20206312, SEN S/N: 20206312)","Intensity, Lux (LGR S/N: 20206312, SEN S/N: 20206312)"
416,01/15/25 06:45:00 PM,24.448,0.0
417,01/15/25 07:00:00 PM,24.351,0.0
418,01/15/25 07:15:00 PM,24.158,0.0
419,01/15/25 07:30:00 PM,24.062,0.0
420,01/15/25 07:45:00 PM,24.062,0.0
421,01/15/25 08:00:00 PM,24.062,0.0
422,01/15/25 08:15:00 PM,24.062,0.0
423,01/15/25 08:30:00 PM,24.255,0.0
424,01/15/25 08:45:00 PM,24.255,0.0
425,01/15/25 09:00:00 PM,24.158,0.0
426,01/15/25 09:15:00 PM,23.966,0.0
427,01/15/25 09:30:00 PM,24.158,0.0
428,01/15/25 09:45:00 PM,24.158,0.0
429,01/15/25 10:00:00 PM,24.158,0.0
430,01/15/25 10:15:00 PM,23.773,0.0
431,01/15/25 10:30:00 PM,23.677,0.0
432,01/15/25 10:45:00 PM,23.581,0.0
433,01/15/25 11:00:00 PM,23.677,0.0
434,01/15/25 11:15:00 PM,23.677,0.0
435,01/15/25 11:30:00 PM,23.773,0.0
436,01/15/25 11:45:00 PM,23.773,0.0
437,01/16/25 12:00:00 AM,23.677,0.0
438,01/16/25 12:15:00 AM,23.581,0.0
439,01/16/25 12:30:00 AM,23.484,0.0
440,01/16/25 12:45:00 AM,23.388,0.0
441,01/16/25 01:00:00 AM,23.388,0.0
442,01/16/25 01:15:00 AM,23.196,0.0
443,01/16/25 01:30:00 AM,23.100,0.0
444,01/16/25 01:45:00 AM,23.100,0.0
445,01/16/25 02:00:00 AM,23.196,0.0
446,01/16/25 02:15:00 AM,23.388,0.0
447,01/16/25 02:30:00 AM,23.581,0.0
448,01/16/25 02:45:00 AM,23.677,0.0
449,01/16/25 03:00:00 AM,24.062,0.0
450,01/16/25 03:15:00 AM,23.966,0.0
451,01/16/25 03:30:00 AM,24.255,0.0
452,01/16/25 03:45:00 AM,23.773,0.0
453,01/16/25 04:00:00 AM,23.773,0.0
454,01/16/25 04:15:00 AM,23.677,0.0
455,01/16/25 04:30:00 AM,23.484,0.0
456,01/16/25 04:45:00 AM,23.292,0.0
457,01/16/25 05:00:00 AM,23.100,0.0
458,01/16/25 05:15:00 AM,23.100,0.0
459,01/16/25 05:30:00 AM,23.004,0.0
460,01/16/25 05:45:00 AM,23.196,0.0
461,01/16/25 06:00:00 AM,23.196,0.0
462,01/16/25 06:15:00 AM,23.196,0.0
463,01/16/25 06:30:00 AM,22.908,0.0
464,01/16/25 06:45:00 AM,22.812,0.0
465,01/16/25 07:00:00 AM,22.908,10.8
466,01/16/25 07:15:00 AM,22.812,64.6
467,01/16/25 07:30:00 AM,22.812,183.0
468,01/16/25 07:45:00 AM,22.812,183.0
469,01/16/25 08:00:00 AM,23.196,656.6
470,01/16/25 08:15:00 AM,23.484,344.4
471,01/16/25 08:30:00 AM,24.062,1237.9
472,01/16/25 08:45:00 AM,24.448,602.8
473,01/16/25 09:00:00 AM,24.641,1173.3
474,01/16/25 09:15:00 AM,25.805,1722.2
475,01/16/25 09:30:00 AM,26.097,3100.0
476,01/16/25 09:45:00 AM,26.683,2238.9
477,01/16/25 10:00:00 AM,27.862,3616.7
478,01/16/25 10:15:00 AM,27.370,3788.9
479,01/16/25 10:30:00 AM,27.764,2755.6
480,01/16/25 10:45:00 AM,29.053,2755.6
481,01/16/25 11:00:00 AM,27.961,3272.2
482,01/16/25 11:15:00 AM,28.258,2669.5
483,01/16/25 11:30:00 AM,28.655,3100.0
484,01/16/25 11:45:00 AM,30.154,4477.8
485,01/16/25 12:00:00 PM,29.853,7233.4
486,01/16/25 12:15:00 PM,29.752,4477.8
487,01/16/25 12:30:00 PM,31.983,6544.5
488,01/16/25 12:45:00 PM,31.064,1550.0
489,01/16/25 01:00:00 PM,35.971,15155.7
490,01/16/25 01:15:00 PM,34.058,5511.1
491,01/16/25 01:30:00 PM,30.457,3100.0
492,01/16/25 01:45:00 PM,29.452,3100.0
493,01/16/25 02:00:00 PM,29.552,3100.0
494,01/16/25 02:15:00 PM,29.752,775.0
495,01/16/25 02:30:00 PM,28.953,3272.2
496,01/16/25 02:45:00 PM,33.848,9644.5
497,01/16/25 03:00:00 PM,31.472,8611.2
498,01/16/25 03:15:00 PM,36.511,13089.0
499,01/16/25 03:30:00 PM,31.472,721.2
500,01/16/25 03:45:00 PM,28.159,2669.5
501,01/16/25 04:00:00 PM,27.272,516.7
502,01/16/25 04:15:00 PM,30.154,2325.0
503,01/16/25 04:30:00 PM,28.953,2755.6
504,01/16/25 04:45:00 PM,27.075,656.6
505,01/16/25 05:00:00 PM,26.390,333.7
506,01/16/25 05:15:00 PM,26.000,592.0
507,01/16/25 05:30:00 PM,25.708,387.5
508,01/16/25 05:45:00 PM,25.222,86.1
509,01/16/25 06:00:00 PM,24.545,53.8
510,01/16/25 06:15:00 PM,24.158,10.8
511,01/16/25 06:30:00 PM,23.773,0.0
512,01/16/25 06:45:00 PM,23.581,0.0
513,01/16/25 07:00:00 PM,23.388,0.0
514,01/16/25 07:15:00 PM,23.388,0.0
515,01/16/25 07:30:00 PM,23.484,0.0
516,01/16/25 07:45:00 PM,23.388,0.0
517,01/16/25 08:00:00 PM,23.292,0.0
518,01/16/25 08:15:00 PM,23.292,0.0
